fishing_year,datetime,taxon,status,identification,capture_method,method,target,vessel_size,area,version,latitude,longitude,mitigation_equipment,excluded
2002/2003,2002-11-02 17:01:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.101719409018,-46.6878739788895,,deck
2002/2003,2002-11-02 17:01:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.112358929985,-46.6782958833966,,deck
2002/2003,2002-11-02 18:00:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.112870393065,-46.7013985073194,,deck
2002/2003,2002-11-02 18:00:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.082184061036,-46.7228381063556,,deck
2002/2003,2002-11-02 18:00:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.118041692255,-46.7207556145033,,
2002/2003,2002-11-02 18:00:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.088026951812,-46.7131101662759,,deck
2002/2003,2002-11-03 13:10:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.095957056386,-46.6878926740028,,deck
2002/2003,2002-11-03 13:10:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.091201624298,-46.6976752254646,,deck
2002/2003,2002-11-03 13:10:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.111645345041,-46.682017805567,,deck
2002/2003,2002-11-03 13:10:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.093232612521,-46.713050099765,,deck
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.088718741993,-46.698579467088,,deck
2002/2003,2002-11-03 18:42:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.087352502416,-46.6802544395207,,
2002/2003,2002-11-03 18:42:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.091958690481,-46.7000548161101,,
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.114738165867,-46.6867001611739,,deck
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.075012696395,-46.7029017854715,,deck
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.104852961237,-46.7211343979929,,deck
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.100608575717,-46.6920914543793,,deck
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.07912521793,-46.6994869080372,,deck
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.116251239041,-46.7143788729562,,deck
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.112955355644,-46.6927907210775,,deck
2002/2003,2002-11-03 18:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.086556848325,-46.7161982629681,,deck
2002/2003,2002-11-04 05:34:00+00:00,Cape petrels,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.10407040182,-46.6871344056213,,
2002/2003,2002-11-04 12:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.045852650562,-46.7551661551231,,deck
2002/2003,2002-11-04 12:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.066117048473,-46.7667230034713,,deck
2002/2003,2002-11-04 12:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.074251839472,-46.7546783591155,,deck
2002/2003,2002-11-04 12:42:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.032772313664,-46.7414474131307,,deck
2002/2003,2002-11-04 13:00:00+00:00,Elephant seal,dead,necropsy,,trawl,Scampi,28-43,Auckland Islands,v20180001,166.926423483854,-50.9278185045114,,
2002/2003,2002-11-04 13:10:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.064355205908,-48.1998058418743,,
2002/2003,2002-11-04 13:10:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.054955014656,-48.1827378252754,,
2002/2003,2002-11-04 14:50:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.05082566971,-48.1832263691118,,
2002/2003,2002-11-04 14:50:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.048470045789,-48.1998258129228,,
2002/2003,2002-11-04 14:50:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.056130243861,-48.1999283106532,,
2002/2003,2002-11-04 14:50:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.038349771779,-48.2199009573087,,
2002/2003,2002-11-04 22:13:00+00:00,common diving petrel,dead,necropsy,deck,trawl,Oreos,28-43,Fiordland,v20180001,164.967583810887,-48.0693664209219,,deck
2002/2003,2002-11-05 05:35:00+00:00,New Zealand fur seal,dead,observer,,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,168.586117266421,-47.0155369107146,,
2002/2003,2002-11-05 18:49:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.075707235793,-46.6859858761774,,deck
2002/2003,2002-11-05 18:49:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.082718928601,-46.7158388374141,,deck
2002/2003,2002-11-05 20:45:00+00:00,Salvin's albatross,dead,necropsy,warp or door,trawl,Hoki,43+,Chatham Rise,v20180001,179.252035536733,-42.9078179821139,,
2002/2003,2002-11-06 00:58:00+00:00,sooty shearwater,dead,necropsy,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.105802868982,-46.6859731797827,,
2002/2003,2002-11-06 11:10:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,178.480623987527,-47.7275759026175,,
2002/2003,2002-11-06 18:27:00+00:00,sooty shearwater,dead,necropsy,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.099790632469,-46.7021515975939,,
2002/2003,2002-11-07 00:37:00+00:00,sooty shearwater,dead,observer,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.103764986107,-46.711909528682,,
2002/2003,2002-11-07 11:50:00+00:00,prions,alive,observer,hook,bottom longline,Ling,43+,Subantarctic,v20180001,178.426648967457,-47.7381068140268,,
2002/2003,2002-11-07 11:50:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,43+,Subantarctic,v20180001,178.462497271854,-47.7641005536076,,
2002/2003,2002-11-07 11:59:00+00:00,common diving petrel,alive,observer,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.079571212828,-46.6845307629323,,
2002/2003,2002-11-07 11:59:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.117218710389,-46.6792763234116,,deck
2002/2003,2002-11-08 06:08:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.042106057028,-46.7325631927932,,deck
2002/2003,2002-11-08 09:40:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,178.782082821825,-47.7770156708779,,
2002/2003,2002-11-08 15:42:00+00:00,Salvin's albatross,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,182.91731779899,-44.3062163099414,,
2002/2003,2002-11-08 15:42:00+00:00,Salvin's albatross,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,182.885255755228,-44.3069729790092,,
2002/2003,2002-11-08 15:42:00+00:00,Salvin's albatross,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,182.886389683443,-44.3199668045389,,
2002/2003,2002-11-08 15:42:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,28-43,Chatham Rise,v20180001,182.909827120323,-44.3212303699227,,deck
2002/2003,2002-11-08 15:42:00+00:00,Chatham Island albatross,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,182.923695099307,-44.3127043425338,,
2002/2003,2002-11-08 18:15:00+00:00,black-browed albatrosses,alive,observer,deck,trawl,Oreos,43+,East Coast South Island,v20180001,174.536701366329,-44.8375926526263,,deck
2002/2003,2002-11-09 01:51:00+00:00,sooty shearwater,dead,necropsy,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.062427697913,-46.7340764713474,,
2002/2003,2002-11-09 07:40:00+00:00,common diving petrel,alive,observer,unknown,trawl,Scampi,28-43,Auckland Islands,v20180001,166.827829197166,-50.9927215887234,,
2002/2003,2002-11-09 11:14:00+00:00,Chatham Island albatross,dead,imputation,unknown,bottom longline,Ling,28-43,Chatham Rise,v20180001,183.019813677343,-44.2936094684526,,
2002/2003,2002-11-09 13:35:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,178.570367266098,-47.8166269516572,,deck
2002/2003,2002-11-09 13:35:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,178.553781157406,-47.8179888043786,,deck
2002/2003,2002-11-10 12:10:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,178.496043332131,-47.7286335984478,,
2002/2003,2002-11-10 14:30:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,178.495544144209,-47.7281309981598,,
2002/2003,2002-11-10 14:30:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,178.503384793177,-47.7647812263807,,
2002/2003,2002-11-10 14:45:00+00:00,white-chinned petrel,dead,observer,unknown,bottom longline,Ling,28-43,Chatham Rise,v20180001,183.579113067174,-43.0299435563153,,
2002/2003,2002-11-11 09:40:00+00:00,Salvin's albatross,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.430129957967,-47.9413111805916,,
2002/2003,2002-11-11 15:10:00+00:00,Salvin's albatross,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,184.463101381483,-43.4441511708777,,
2002/2003,2002-11-11 15:10:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,184.468448574236,-43.4353208389133,,
2002/2003,2002-11-11 15:10:00+00:00,Salvin's albatross,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,184.426544005866,-43.452589493827,,
2002/2003,2002-11-11 15:10:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,184.459173303028,-43.4679901565891,,
2002/2003,2002-11-11 15:10:00+00:00,Salvin's albatross,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,184.428749215067,-43.4272256242111,,
2002/2003,2002-11-12 00:05:00+00:00,white-chinned petrel,dead,necropsy,paravane,trawl,Hoki,43+,East Coast South Island,v20180001,174.592889253679,-44.0777335873572,,
2002/2003,2002-11-12 10:07:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.466400808771,-47.9634654783877,,
2002/2003,2002-11-12 10:07:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.433760508779,-47.9509627502412,,
2002/2003,2002-11-12 12:37:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.509438916552,-48.0618165109307,,
2002/2003,2002-11-12 12:37:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.513353217812,-48.0547336891061,,
2002/2003,2002-11-12 16:24:00+00:00,white-chinned petrel,dead,necropsy,unknown,bottom longline,Ling,28-43,Chatham Rise,v20180001,184.581475890288,-43.5144285977585,,
2002/2003,2002-11-12 16:24:00+00:00,Chatham Island albatross,dead,necropsy,unknown,bottom longline,Ling,28-43,Chatham Rise,v20180001,184.599502911302,-43.5069586565485,,
2002/2003,2002-11-12 22:30:00+00:00,northern giant petrel,dead,necropsy,unknown,trawl,Hoki,43+,East Coast South Island,v20180001,175.853554770607,-44.0263078773394,,
2002/2003,2002-11-13 04:15:00+00:00,sooty shearwater,dead,necropsy,unknown,trawl,Hoki,28-43,East Coast South Island,v20180001,174.263094289904,-43.5518019893905,,
2002/2003,2002-11-13 08:35:00+00:00,Cape petrel,dead,imputation,paravane,trawl,Hoki,43+,Chatham Rise,v20180001,180.105838125036,-42.8792953055352,,
2002/2003,2002-11-13 10:35:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.507921043225,-48.0687653385568,,
2002/2003,2002-11-13 10:35:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.508512161765,-48.0305852655787,,
2002/2003,2002-11-13 10:35:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.493117190339,-48.0593664229848,,
2002/2003,2002-11-13 10:35:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.502791085257,-48.0524541579885,,
2002/2003,2002-11-13 10:35:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.503862147848,-48.0595419334481,,
2002/2003,2002-11-13 10:35:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.52440629208,-48.0626729316078,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.651016872399,-43.9693464942277,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.640821160469,-43.9525722087594,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.627007041173,-43.9706025041174,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.649653415452,-43.9317294408334,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.648971797107,-43.9505824526539,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.660291630309,-43.9307005069684,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.637518928829,-43.9588595405687,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.647616349743,-43.938411725359,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.634043837944,-43.927880738955,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.629629618092,-43.9278618721291,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.632654366572,-43.9629280545982,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.643623371143,-43.9400257456582,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.645317271655,-43.9400333809666,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.655046095117,-43.9500941861887,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.644416687149,-43.9669894939288,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.638938122056,-43.9369599417085,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.667984760413,-43.9534075113712,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.652964410931,-43.9359676917782,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.629588542157,-43.9405499318847,,
2002/2003,2002-11-13 11:12:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,28-43,East Coast South Island,v20180001,174.655337000918,-43.9420920327539,,
2002/2003,2002-11-13 12:30:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.644181245053,-48.0100048297783,,
2002/2003,2002-11-13 12:30:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.651576047391,-47.9775507101323,,
2002/2003,2002-11-13 12:30:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.627865544264,-48.0186040210072,,
2002/2003,2002-11-13 13:35:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.653926221444,-47.9958118866431,,
2002/2003,2002-11-13 13:35:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.665834895545,-47.98524046354,,
2002/2003,2002-11-13 22:00:00+00:00,Salvin's albatross,dead,necropsy,unknown,trawl,Hoki,43+,Chatham Rise,v20180001,177.91129323286,-43.7216545969248,,
2002/2003,2002-11-14 10:30:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.650659424393,-47.9787782088155,,
